name,full_address,address,city,state,zip
Alpha Pregnancy Resource Center,"1024 Tennessee St., Vallejo, CA 94590",1024 Tennessee St.,Vallejo,CA,94590
Ventura County CPC,"1304 E Main St., Ventura, CA 93001",1304 E Main St.,Ventura,CA,93001
Rose of Sharon Life Center,"14725 7th St., Ste 600, Victorville, CA 92392","14725 7th St., Ste 600",Victorville,CA,92392
Care Pregnancy Center,"916 West Oak St., Visalia, CA 93291",916 West Oak St.,Visalia,CA,93291
CareNet Womens Resource Center,"44733 N 10th St., West Lancaster, CA 93534",44733 N 10th St.,West Lancaster,CA,93534
Whittier Preg. Counseling Center,"7743 Painter Ave., Ste C, Whittier, CA 90602","7743 Painter Ave., Ste C",Whittier,CA,90602
La Cuna Pregnancy Services,"705 W Pacific Coast Hwy, Wilmington, CA 90744",705 W Pacific Coast Hwy,Wilmington,CA,90744
Crisis Pregnancy Support Group,"130 Main St., Ste B, Woodland, CA 95695","130 Main St., Ste B",Woodland,CA,95695
Yucaipa Valley Pregnancy Counseling Center,"32999 Yucaipa Blvd., Ste 105, Yucaipa, CA 92399","32999 Yucaipa Blvd., Ste 105",Yucaipa,CA,92399
High Desert Pregnancy Clinic,"56659 29 Palms Hwy, Ste G, Yucca Valley, CA 92284","56659 29 Palms Hwy, Ste G",Yucca Valley,CA,92284
Catholic Family Services,"205 Wakelee Ave, Ansonia, CT 06401",205 Wakelee Ave,Ansonia,CT,06401
Birthright,"1 Kingston Dr., suite 3, Ansonia, CT 064011813","1 Kingston Dr., suite 3",Ansonia,CT,06401
Hopeline Pregnancy Resource Center,"4083 Main Street, Bridgeport, CT 06601",4083 Main Street,Bridgeport,CT,06601
Hope for Life,"110 Main St, Cheshire, CT 06410",110 Main St,Cheshire,CT,06410
Birthright of Westbrook,"150 E. Main St.,, Clinton, CT 06413","150 E. Main St.,",Clinton,CT,06413
Birthright of Danbury,"238 White St.,, Danbury, CT 06810","238 White St.,",Danbury,CT,06810
Hopeline Pregnancy Resource Center,"13 Rose St., Danbury, CT 06810",13 Rose St.,Danbury,CT,06810
Care Net Pregnancy Center of NECT,"157 Main St., Danielson, CT 06239",157 Main St.,Danielson,CT,06239
Birthright of Greater Hartford,"914 Main St. Suite 216,, East Hartford, CT 061082275","914 Main St. Suite 216,",East Hartford,CT,06108
First Way Life Center,"237 Hazard Ave., Enfield,CT 06082",237 Hazard Ave.,Enfield,CT,06082
Birthright,"1220 Whitney Ave, Hamden , CT 065172876",1220 Whitney Ave,Hamden ,CT,06517
Birthright of Meriden,"71 Caitlin St.,, Meriden , CT 06450","71 Caitlin St.,",Meriden ,CT,06450
A Better Choice Womens Center,"180 E. Main St.,, Middletown, CT 06457","180 E. Main St.,",Middletown,CT,06457
Birthright of Greater New Haven,"PO Box 6094, New Haven, CT 06517",PO Box 6094,New Haven,CT,06517
Pregnancy Support Center,"32 Huntington St. Suite 1,, New London, CT 06320","32 Huntington St. Suite 1,",New London,CT,06320
Birthright of New London,"300 State St. Room 317, New London, CT 06320",300 State St. Room 317,New London,CT,06320
Catholic Charities,"28 Huntington St., New London CT 06320",28 Huntington St.,,CT,06320
Birthright of Newington New Britain,"50 Market Square, Newington, CT 06111",50 Market Square,Newington,CT,06111
Birthright of Norwalk,"669 West St., Norwalk, CT 06851",669 West St.,Norwalk,CT,06851
Catholic Charities,"331 Bath St, Norwich, CT 06360",331 Bath St,Norwich,CT,06360
Hopeline Pregnancy Resource Center,"23 Bridgeport Avenue, Shelton, CT 06484",23 Bridgeport Avenue,Shelton,CT,06484
Birthright of Stamford,"388 Summer St., Stamford, CT 069011313",388 Summer St.,Stamford,CT,06901
Crisis Pregnancy Center,"30 Mill St., Unionville, Ct. 06085",30 Mill St.,Unionville,CT,06085
Carolyns Place,"137 Grandview ave., Waterbury CT 067082508",137 Grandview ave.,,CT,06708
Birthright of Greater New Haven,"176 Campbell Ave.,, West Haven, CT 06516","176 Campbell Ave.,",West Haven,CT,06516
Birthright of Windom,"122 Valley St., Willimantic, CT 065165911",122 Valley St.,Willimantic,CT,06516
Care Net Pregnancy Center of NECT,"968 Main St., Willimantic, CT 06226",968 Main St.,Willimantic,CT,06226
Pregnancy Help Center of Kent County,"1991 South State St., Dover, DE 19901",1991 South State St.,Dover,DE,19901
A Door of Hope Pregnancy Center,"218 East Main St., Ste. 114, Newark, DE 19711","218 East Main St., Ste. 114",Newark,DE,19711
A Door of Hope Pregnancy Center,"3407 Lancaster Pike, Wilmington, DE 19805",3407 Lancaster Pike,Wilmington,DE,19805
Bayard House,"300 Bayard Ave., Wilmington, DE 19805",300 Bayard Ave.,Wilmington,DE,19805
Birthright,"1311 North Scott St., Wilmington, DE 19806",1311 North Scott St.,Wilmington,DE,19806
Catholic Charities,"4th St. Greenhill Ave., Wilmington, DE 19805",4th St. Greenhill Ave.,Wilmington,DE,19805
Life Choices Womens Center,"600 E. Altamonte Drive, Suite 112, Altamonte Springs, FL 32701","600 E. Altamonte Drive, Suite 112",Altamonte Springs,FL,32701
Breath of Life Care Center,"51 North 15th Avenue, Arcadia, FL 34265",51 North 15th Avenue,Arcadia,FL,34265
Apopka Pregnancy Care Center,"2434 Old Dixie Highway, Apopka, FL 32712",2434 Old Dixie Highway,Apopka,FL,32712
Breath of Life Pregnancy Care,"51 North 16th Avenue, Arcadia, Florida 34266",51 North 16th Avenue,Arcadia,FL,34266
Choices Pregnancy Care Center,"1200 W. Avon Blvd Ste. 202, Avon Park, FL 33825",1200 W. Avon Blvd Ste. 202,Avon Park,FL,33825
First Care Belle Glade,"233 West Ave A, Suite C, Belle Glade, FL 33430","233 West Ave A, Suite C",Belle Glade,FL,33430
Birthline,"3452 West Boynton Blvd, Boynton Beach, FL 33436",3452 West Boynton Blvd,Boynton Beach,FL,33436
Care Net Manasota Pregnancy Center,"5111 26th St. West, Bradenton, Florida 34207",5111 26th St. West,Bradenton,FL,34207
Manasota SOLVE,"1509 8th Avenue West, Bradenton FL, 34205",1509 8th Avenue West,Bradenton FL,FL,34205
Brandon Crisis Pregnancy Center,"122 North Moon Ave., Brandon, FL 33510",122 North Moon Ave.,Brandon,FL,33510
A New Generation,"134 E. Fort Dade Avenue, Brooksville, FL 34601",134 E. Fort Dade Avenue,Brooksville,FL,34601
"Alpha Pregnancy Center of Palm Coast, Inc.","4751 East Moody Blvd. Ste. 5, Bunnell, FL 32110",4751 East Moody Blvd. Ste. 5,Bunnell,FL,32110
Hope Pregnancy Care Center,"115 W. Anderson Ave, Bushnell, FL 33513",115 W. Anderson Ave,Bushnell,FL,33513
Lifeline Family Center,"907 SE 5th Avenue, Cape Coral, FL 33990",907 SE 5th Avenue,Cape Coral,FL,33990
Hannahs Hope Pregnancy Care Center,"5021 S. US Hwy 17 92, Casselberry, FL 32707",5021 S. US Hwy 17 92,Casselberry,FL,32707
Harmony Pregnancy Center,"721 NE 4th St, Chiefland, FL 32626",721 NE 4th St,Chiefland,FL,32626
Bay Area Pregnancy Center,"800 N Belcher Rd. 101, Clearwater, FL 33765",800 N Belcher Rd. 101,Clearwater,FL,33765
Kimberly Home Crisis Pregnancy Center,"1189 NE Cleveland St., Clearwater, FL 33755",1189 NE Cleveland St.,Clearwater,FL,33755
Pregnancy Center of Pinellas County,"28882 US Hwy 19 N, Clearwater, FL 33761",28882 US Hwy 19 N,Clearwater,FL,33761
South Lake Pregnancy Center,"1203 W. Highway 50, Clermont, FL 34711",1203 W. Highway 50,Clermont,FL,34711
Catholic Social Services,"817 Dixon Blvd, Cocoa, FL 32922",817 Dixon Blvd,Cocoa,FL,32922
Birthright of Cocoa Beach,"5360 N. Atlantic Ave, Suite G, Cocoa Beach, FL 32931","5360 N. Atlantic Ave, Suite G",Cocoa Beach,FL,32931
Crestview Pregnancy Center,"897 Mapoles, Crestview, FL 32539",897 Mapoles,Crestview,FL,32539
Life Choice Pregnancy Center,"9030 Ft. Island Trail, Crystal River, FL 34429",9030 Ft. Island Trail,Crystal River,FL,34429
Cornerstone Center for Women,"14310 10th Street, Dade City, FL 33523",14310 10th Street,Dade City,FL,33523
Foundations of Life Pregnancy Center Pasco,"37733 Meridian Avenue, Dade City, FL 33525",37733 Meridian Avenue,Dade City,FL,33525
Pregnancy Parenting Support Services,"37733 Meridian Ave, Dade City, FL 33525",37733 Meridian Ave,Dade City,FL,33525
Hope Womens Center,"2215 S. University Dr., Davie, FL 33324",2215 S. University Dr.,Davie,FL,33324
Resources for Women,"1367 Beville Road, Daytona Beach, FL 32119",1367 Beville Road,Daytona Beach,FL,32119
Pregnancy Crisis Center,"416 N Ridgewood Ave., Daytona Beach, FL 32114",416 N Ridgewood Ave.,Daytona Beach,FL,32114
"Grace House Pregnancy Resource Center, Inc.","306 E. Church Street, DeLand, Florida 32724",306 E. Church Street,DeLand,FL,32724
Birthline,"155 South East 3rd Ave., Delray Beach, FL 33483",155 South East 3rd Ave.,Delray Beach,FL,33483
Central Florida Pregnancy Center,"689 Deltona Blvd. Suite B, Deltona, FL 32725",689 Deltona Blvd. Suite B,Deltona,FL,32725
TriCounty Pregnancy Center,"20892 Second Ave., Dunnellon, Fl 34433",20892 Second Ave.,Dunnellon,FL,34433
"Grace House Pregnancy Resource Center, Inc.","1000 S. Ridgewood Avenue, Edgewater, Florida 32724",1000 S. Ridgewood Avenue,Edgewater,FL,32724
Lifes Choices of Lake County,"27 E. Pinehurst Blvd Ste. A, Eustis, FL 32726",27 E. Pinehurst Blvd Ste. A,Eustis,FL,32726
Hope Womens Center,"840 E. Oakland Park Blvd., Fort Lauderdale, FL 33334",840 E. Oakland Park Blvd.,Fort Lauderdale,FL,33334
Crisis Pregnancy Center,"3307 SW 15th Avenue, Fort Lauderdale, FL 33315",3307 SW 15th Avenue,Fort Lauderdale,FL,33315
Community Pregnancy Clinic,"8660 College Parkway, Suite 200, Fort Myers, FL 33919","8660 College Parkway, Suite 200",Fort Myers,FL,33919
Verity Pregnancy Medical Center,"8890 Salrose Lane, Suite 240, Fort Myers, FL 33912","8890 Salrose Lane, Suite 240",Fort Myers,FL,33912
Pregnancy Care Center,"1119 Delaware Ave., Fort Pierce, FL 34950",1119 Delaware Ave.,Fort Pierce,FL,34950
Life Inc.,"109 Fetting Ave. Nw, Fort Walton Beach, FL 32547",109 Fetting Ave. Nw,Fort Walton Beach,FL,32547
Sozo Life Connection,"1007 Gospel Rd., Fort Walton Beach, FL 32547",1007 Gospel Rd.,Fort Walton Beach,FL,32547
Womens Resource Center,"912 Nw 13th Street, Gainesville, Fl. 32601",912 Nw 13th Street,Gainesville,FL,32601
Pregnancy Help Medical Clinic,"380 W. 49th Street, Hialeah, FL 33012",380 W. 49th Street,Hialeah,FL,33012
Life Choice Pregnancy Center,"1300 Hwy 41 N., Suite B, Inverness, FL 34450","1300 Hwy 41 N., Suite B",Inverness,FL,34450
First Coast Womens Servics,"11215 San Jose Blvd., Jacksonville, FL 32223",11215 San Jose Blvd.,Jacksonville,FL,32223
First Coast Womens Servics,"224 N. 3rd St., Jacksonville, FL 32250",224 N. 3rd St.,Jacksonville,FL,32250
Catholic Charities Jacksonville,"134 East Church Street, Jacksonville, FL 32202",134 East Church Street,Jacksonville,FL,32202
Inner City Womens Resource Center,"12456 Sago Ave. W, Jacksonville, FL 32218",12456 Sago Ave. W,Jacksonville,FL,32218
The INN Ministry,"1720 Hamilton Street, Jacksonville, FL 32210",1720 Hamilton Street,Jacksonville,FL,32210
Womens Help Center,"1519 Emerson St., Jacksonville, FL 32207",1519 Emerson St.,Jacksonville,FL,32207
Osceola Pregnancy Center,"1340 W. Columbia Ave., Kissimmee FL 34741",1340 W. Columbia Ave.,,FL,34741
Pregnancy Crisis Center,"399 SE Hernando Ave., Lake City, FL 32025",399 SE Hernando Ave.,Lake City,FL,32025
"Lake Wales Care Center, Inc.","140 E Park Ave, Lake Wales, FL 33853",140 E Park Ave,Lake Wales,FL,33853
A Womans Choice,"1234 E Lime St, Lakeland, FL 33801",1234 E Lime St,Lakeland,FL,33801
Preg. Ctr. of Pinellas Co.,"1910 East Bay Dr., Largo, FL 33771",1910 East Bay Dr.,Largo,FL,33771
Pregnancy Care Center,"1306 W. Main Street, Leesburg, FL 34748",1306 W. Main Street,Leesburg,FL,34748
Accept Pregnancy Center,"282 Short Ave, Ste. 124, Longwood, FL 32750","282 Short Ave, Ste. 124",Longwood,FL,32750
First Coast Womens Servics,"474 South Sixth Street, Macclenny, FL 32063",474 South Sixth Street,Macclenny,FL,32063
TriCounty Pregnancy Center,"20098 North 441, McIntosh, FL 32664",20098 North 441,McIntosh,FL,32664
"Pregnancy Resources, Inc.","165 N. Babcock St., Melbourne, FL 32901",165 N. Babcock St.,Melbourne,FL,32901
Alternative Pregnancy Center,"205 Magnolia Ave., Merritt Island, FL 32952",205 Magnolia Ave.,Merritt Island,FL,32952
Pregnancy Resource Center,"5736 Stewart St., Milton, FL 32570",5736 Stewart St.,Milton,FL,32570
First Coast Womens Servics,"2555 CR 220, Middleburg, FL 32068",2555 CR 220,Middleburg,FL,32068
Hope Pregnancy Centers,"9927 Miramar Parkway, Miramar, FL 33025",9927 Miramar Parkway,Miramar,FL,33025
Catholic Social Services,"4209 Tamiami Tr. E., Naples, FL 34112",4209 Tamiami Tr. E.,Naples,FL,34112
Community Pregnancy Clinic,"940 Fifth Avenue North, Naples, FL 34102",940 Fifth Avenue North,Naples,FL,34102
Life Choices Pregnancy Resource Center,"10611 Tamiami Trail North, Ste B2, Naples, FL 34108","10611 Tamiami Trail North, Ste B2",Naples,FL,34108
Catholic Charities,"5609 US Highway 19 1, New Port Richey, FL 34652",5609 US Highway 19 1,New Port Richey,FL,34652
Hope Womens Center,"943 SW 71 Avenue (Rock Island Rd), North Lauderdale, FL 33068",943 SW 71 Avenue (Rock Island Rd),North Lauderdale,FL,33068
Pregnancy Help Medical Clinic,"12060 NW 7th Ave., North Miami, FL 33168",12060 NW 7th Ave.,North Miami,FL,33168
The Alpha Center for Women,"118 N. Pine Ave., Ocala FL 34475",118 N. Pine Ave.,,FL,34475
Womens Pregnancy Center,"1701 E Silver Springs Blvd, Ocala, FL 34470",1701 E Silver Springs Blvd,Ocala,FL,34470
B.E.T.A.,"4680 Underhill Rd., Orlando, FL 32807",4680 Underhill Rd.,Orlando,FL,32807
MJ Life Center,"1400 W. Colonial Dr., Orlando, FL 32804",1400 W. Colonial Dr.,Orlando,FL,32804
First Life Center for Pregnancy,"3125 Bruton Blvd. Ste. B, Orlando, FL 32805",3125 Bruton Blvd. Ste. B,Orlando,FL,32805
True Life Choice,"2992 Edgewater Drive, Orlando, FL 32804",2992 Edgewater Drive,Orlando,FL,32804
Alpha Center,"6004 Pernella Rd, Pensacola, FL 32504",6004 Pernella Rd,Pensacola,FL,32504
Safe Harbor Pregnancy Medical Center,"2280 N 9th Avenue, Pensacola, FL 32503",2280 N 9th Avenue,Pensacola,FL,32503
Preg. Ctr. of Pinellas Co.,"8001 66th Street N, Pinellas Park, FL 33781",8001 66th Street N,Pinellas Park,FL,33781
Crisis Pregnancy Center,"304 N Collins St, Plant City FL 335663316",304 N Collins St,,FL,33566
Care Net,"Lakes Plaza8432 S. Federal Highway, Port St. Lucie, FL 34953",Lakes Plaza8432 S. Federal Highway,Port St. Lucie,FL,34953
Brandon Crisis Pregnancy Center,"310 1st Street NE, Ruskin, FL 33570",310 1st Street NE,Ruskin,FL,33570
Sandford C.P.C.,"1002 French Ave., Sanford, FL 32771",1002 French Ave.,Sanford,FL,32771
AAA Pregnancy Service,"206 Joan Dr, Sarasota, FL 34231",206 Joan Dr,Sarasota,FL,34231
Baby Love Pregnancy Crisis Center,"2107 Mariner Blvd., Spring Hill, FL 34609",2107 Mariner Blvd.,Spring Hill,FL,34609
Foundations of Life Pregnancy Center Spring Hill,"8370 Forest Oaks Boulevard, Spring Hill, FL 34606",8370 Forest Oaks Boulevard,Spring Hill,FL,34606
Choices Pregnancy Care Center,"1119 US Hwy 27 South, Sebring, FL 33870",1119 US Hwy 27 South,Sebring,FL,33870
Pregnancy Parenting Support,"423 Kass Circle, Spring Hill, FL 34606",423 Kass Circle,Spring Hill,FL,34606
Catholic Charities,"225 West King Street, St Augustine, FL 32084",225 West King Street,St Augustine,FL,32084
Life Services,"27 Sevilla St., St. Augustine, FL 32084",27 Sevilla St.,St. Augustine,FL,32084
St Gerard House,"1405 U.S. 1 Soulth, St Augustine, FL 32084",1405 U.S. 1 Soulth,St Augustine,FL,32084
JMJ Life Center,"510 Brown Chapel Rd., St. Cloud, FL 34769",510 Brown Chapel Rd.,St. Cloud,FL,34769
Catholic Charities,"6533 9th Ave, N, Ste 1E, St Petersburg, FL 33710","6533 9th Ave, N, Ste 1E",St Petersburg,FL,33710
Bay Area Pregnancy Center,"4196 57th Ave N, St Petersburg, FL 33714",4196 57th Ave N,St Petersburg,FL,33714
The Next STEPP Center,"1210 22nd St. South, St. Petersburg, FL 33712",1210 22nd St. South,St. Petersburg,FL,33712
Foundations of Life Pregnancy Center Pinellas,"1213 16th Street North, St. Petersburg, FL 33705",1213 16th Street North,St. Petersburg,FL,33705
Pregnancy Care Center,"761 NW Federal Highway, Stuart, FL 34994",761 NW Federal Highway,Stuart,FL,34994
Care Net,"5569 SE Federal Highway, Stuart, FL 34997",5569 SE Federal Highway,Stuart,FL,34997
A Womans Pregnancy Center,"919 West Pensacola St, Tallahassee, FL 32304",919 West Pensacola St,Tallahassee,FL,32304
Pregnancy Help Information Ctr,"1710 S Gadsden St, Tallahassee, FL 32301",1710 S Gadsden St,Tallahassee,FL,32301
Foundations of Life Pregnancy Center Hillsborough,"2021 E. Busch Boulevard, Tampa, FL 33612",2021 E. Busch Boulevard,Tampa,FL,33612
Pregnancy Care Center,"14620 N. Nabraska Ave. Unit C, Tampa, FL 33613",14620 N. Nabraska Ave. Unit C,Tampa,FL,33613
A Womans Place Ministries,"14492 University Cove Place, Tampa, FL 33613",14492 University Cove Place,Tampa,FL,33613
B.E.T.A. Crisis Pregnancy Center,"620 Garden St., Titusville, FL 32796",620 Garden St.,Titusville,FL,32796
Choices Pregnancy Care Center,"421 S. 10th Avenue, Wauchula, FL 33871",421 S. 10th Avenue,Wauchula,FL,33871
Catholic Charities,"900 54th St, PO Box 8246, West Palm Beach, FL 33407","900 54th St, PO Box 8246",West Palm Beach,FL,33407
Lifeline,"900 54th Street, West Palm Beach, FL 33407",900 54th Street,West Palm Beach,FL,33407
First Care Pregnancy Center,"1490 S. Military Trail, Suite 7, West Palm Beach, FL 33415","1490 S. Military Trail, Suite 7",West Palm Beach,FL,33415
Pregnancy Resource Center,"1119 S Flagler Dr, West Palm Beach FL 334016599",1119 S Flagler Dr,,FL,33401
TriCounty Pregnancy Center,"426 West Noble, Williston, Fl 32696",426 West Noble,Williston,FL,32696
Respect Life Emergency Pregnancy Center,"2909 N. Andrews Avenue, Wilton Manors, FL 33311",2909 N. Andrews Avenue,Wilton Manors,FL,33311
Catholic Community Services,"1503 NE 26th Street, Wilton Manors, FL 33305",1503 NE 26th Street,Wilton Manors,FL,33305
Respect Life,"2909 N. Andrews Avenue, Wilton Manors, FL 33311",2909 N. Andrews Avenue,Wilton Manors,FL,33311
Catholic Charities,"532 Avenue M, NW, Winter Haven, FL 33881","532 Avenue M, NW",Winter Haven,FL,33881
Community Pregnancy Center,"235 East Central Ave., Winter Haven, FL 33880",235 East Central Ave.,Winter Haven,FL,33880
A Center for Women,"315 N Wymore Rd, Winter Park, FL 32789",315 N Wymore Rd,Winter Park,FL,32789
Pregnancy Care Center,"5210 Fifth Street, Zephyrhills, FL 33542",5210 Fifth Street,Zephyrhills,FL,33542
Alpha Crisis Pregnancy Center,"2129 Whispering Pines Rd., Albany, GA 31707",2129 Whispering Pines Rd.,Albany,GA,31707
Birthright of Albany,"413 Lucile st., Albany, GA 31707",413 Lucile st.,Albany,GA,31707
Athens Pregnancy Center,"767 Oglethorpe Ave. Suite A, Athens, GA 30606",767 Oglethorpe Ave. Suite A,Athens,GA,30606
Covenant Care Services,"337 S Milledge Ave, Ste.113,, Athens, GA 306057219","337 S Milledge Ave, Ste.113,",Athens,GA,30605
Covenant Care Services Atlanta,"P.O. Box 941452, Atlanta, GA 31141",P.O. Box 941452,Atlanta,GA,31141
Birthright of Atlanta,"3424 Hardee Ave.,, Atlanta, GA 30341","3424 Hardee Ave.,",Atlanta,GA,30341
Crisis Pregnancy Services,"680 W Peachtree St. NW, Atlanta, GA 303671931",680 W Peachtree St. NW,Atlanta,GA,30367
Augusta Care Pregnancy Center,"1298 1 2 Broad St., 706.724.FREE (3733)",1298 1 2 Broad St.,,GA,
Augusta Care Pregnancy Center (Second location),"2915 Professional Pkwy B, Augusta, GA 30907",2915 Professional Pkwy B,Augusta,GA,30907
Covenant Care Services,"P.O. Box 212382, Augusta, GA 30917",P.O. Box 212382,Augusta,GA,30917
We Care Pregnancy Resource Center,"679 Fair St., Baxley, GA 315130159",679 Fair St.,Baxley,GA,31513
Appalachian Area Crisis Preg Ctr,"218 Jones St.,, Blairsville, GA 30512","218 Jones St.,",Blairsville,GA,30512
CPC of Coastal GA,"3548 Community Rd.,, Brunswick, GA 31520","3548 Community Rd.,",Brunswick,GA,31520
"Calhoun Pregnancy Center, Inc.","200 E Belmont Dr.,, Calhoun, GA 30703","200 E Belmont Dr.,",Calhoun,GA,30703
Franklin Life Pregnancy Resource Center,"7747 Royston Rd., Carnesville, GA 30521",7747 Royston Rd.,Carnesville,GA,30521
SaveALife of Carrollton,"514 Tanner St., Carrollton, GA 30117",514 Tanner St.,Carrollton,GA,30117
Pregnancy Care Center of Bartow County,"20 Douglas St., Cartersville, GA 30120",20 Douglas St.,Cartersville,GA,30120
Life Matters Outreach Pregnancy Resource Center,"114 West Ave. Ste. D, Cedartown, GA 30125",114 West Ave. Ste. D,Cedartown,GA,30125
White County Life,"19 A E. Jarrard St.,Ste. A,, Cleveland, GA 30528","19 A E. Jarrard St.,Ste. A,",Cleveland,GA,30528
